Date,Footfall
4/11/2015,3032
4/11/2015,9331
4/11/2015,6839
5/11/2015,1965
5/11/2015,11433
5/11/2015,2903
5/11/2015,8389
5/11/2015,6504
6/11/2015,2065
6/11/2015,16373
6/11/2015,3710
6/11/2015,10591
6/11/2015,9209
7/11/2015,2470
7/11/2015,22347
7/11/2015,4135
7/11/2015,14176
7/11/2015,15703
8/11/2015,1629
8/11/2015,13611
8/11/2015,2209
8/11/2015,7230
8/11/2015,9863
9/11/2015,1895
9/11/2015,12778
9/11/2015,2527
9/11/2015,11235
9/11/2015,6577
10/11/2015,1781
10/11/2015,13110
10/11/2015,2772
10/11/2015,10072
10/11/2015,6690
11/11/2015,1852
11/11/2015,13551
11/11/2015,3207
11/11/2015,10427
11/11/2015,7183
12/11/2015,1958
12/11/2015,13698
12/11/2015,3415
12/11/2015,10256
12/11/2015,7308
13/11/2015,2269
13/11/2015,13603
13/11/2015,3275
13/11/2015,9736
13/11/2015,8172
14/11/2015,2570
14/11/2015,22354
14/11/2015,4326
14/11/2015,14904
14/11/2015,17502
15/11/2015,1653
15/11/2015,13920
15/11/2015,2460
15/11/2015,8099
15/11/2015,10476
16/11/2015,1778
16/11/2015,13737
16/11/2015,2738
16/11/2015,10174
16/11/2015,6952
17/11/2015,1703
17/11/2015,12537
17/11/2015,2645
17/11/2015,8610
17/11/2015,6519
18/11/2015,1857
18/11/2015,12878
18/11/2015,2924
18/11/2015,8750
18/11/2015,7034
19/11/2015,2214
19/11/2015,14757
19/11/2015,3091
19/11/2015,12906
19/11/2015,8544
20/11/2015,2459
20/11/2015,16434
20/11/2015,3541
20/11/2015,14230
20/11/2015,9646
21/11/2015,2742
21/11/2015,23365
21/11/2015,4838
21/11/2015,20129
21/11/2015,19468
22/11/2015,1681
22/11/2015,15236
22/11/2015,2695
22/11/2015,11002
22/11/2015,11594
23/11/2015,1945
23/11/2015,12913
23/11/2015,2291
23/11/2015,10011
23/11/2015,7673
24/11/2015,1998
24/11/2015,13052
24/11/2015,2650
24/11/2015,8985
24/11/2015,7617
25/11/2015,1993
25/11/2015,14887
25/11/2015,3026
25/11/2015,10905
25/11/2015,8439
26/11/2015,2200
26/11/2015,15931
26/11/2015,2941
26/11/2015,11587
26/11/2015,10076
27/11/2015,2631
27/11/2015,19597
27/11/2015,3898
27/11/2015,14236
27/11/2015,12665
28/11/2015,3030
28/11/2015,25965
28/11/2015,4894
28/11/2015,19522
28/11/2015,19711
29/11/2015,2186
29/11/2015,16277
29/11/2015,2655
29/11/2015,12170
29/11/2015,13440
1/12/2015,1916
1/12/2015,15376
1/12/2015,2664
1/12/2015,11154
1/12/2015,8641
2/12/2015,2147
2/12/2015,16784
2/12/2015,3240
2/12/2015,13171
2/12/2015,9768
3/12/2015,2089
3/12/2015,17081
3/12/2015,3067
3/12/2015,12238
3/12/2015,10107
4/12/2015,2899
4/12/2015,19032
4/12/2015,4118
4/12/2015,15580
4/12/2015,13522
5/12/2015,2998
5/12/2015,26708
5/12/2015,5377
5/12/2015,21369
5/12/2015,21737
6/12/2015,1981
6/12/2015,18160
6/12/2015,3099
6/12/2015,13719
6/12/2015,13921
30/11/2015,1947
30/11/2015,17002
30/11/2015,2475
30/11/2015,10482
30/11/2015,9239
7/12/2015,2054
7/12/2015,16172
7/12/2015,3109
7/12/2015,11342
7/12/2015,9461
8/12/2015,1816
8/12/2015,15129
8/12/2015,3054
8/12/2015,10911
8/12/2015,9003
9/12/2015,2170
9/12/2015,15815
9/12/2015,3226
9/12/2015,11178
9/12/2015,10116
10/12/2015,2390
10/12/2015,16669
10/12/2015,3193
10/12/2015,11593
10/12/2015,9883
11/12/2015,2957
11/12/2015,17864
11/12/2015,3767
11/12/2015,11513
11/12/2015,11687
12/12/2015,2940
12/12/2015,26842
12/12/2015,4273
12/12/2015,5825
12/12/2015,20344
13/12/2015,1867
13/12/2015,17877
13/12/2015,3122
13/12/2015,12821
13/12/2015,16623
14/12/2015,2017
14/12/2015,17170
14/12/2015,3077
14/12/2015,11450
14/12/2015,10412
15/12/2015,1940
15/12/2015,15954
15/12/2015,2946
15/12/2015,10408
15/12/2015,9773
16/12/2015,2095
16/12/2015,16396
16/12/2015,3263
16/12/2015,10925
16/12/2015,9595
17/12/2015,2331
17/12/2015,19109
17/12/2015,3524
17/12/2015,12339
17/12/2015,11397
18/12/2015,2518
18/12/2015,20848
18/12/2015,4292
18/12/2015,13829
18/12/2015,12890
19/12/2015,2604
19/12/2015,26278
19/12/2015,4805
19/12/2015,16503
19/12/2015,18432
20/12/2015,1916
20/12/2015,19225
20/12/2015,3320
20/12/2015,11981
20/12/2015,14168
21/12/2015,2531
21/12/2015,21783
21/12/2015,3471
21/12/2015,14668
21/12/2015,11301
22/12/2015,1966
22/12/2015,21217
22/12/2015,3511
22/12/2015,13868
22/12/2015,13999
23/12/2015,2722
23/12/2015,21845
23/12/2015,3550
23/12/2015,14337
23/12/2015,14845
24/12/2015,2331
24/12/2015,18226
24/12/2015,2637
24/12/2015,10627
24/12/2015,9621
25/12/2015,264
25/12/2015,2064
25/12/2015,590
25/12/2015,615
25/12/2015,1281
26/12/2015,1587
26/12/2015,12439
26/12/2015,1954
26/12/2015,5629
26/12/2015,8433
27/12/2015,1618
27/12/2015,13489
27/12/2015,3782
27/12/2015,5809
27/12/2015,8184
1/1/2016,
1/1/2016,8085
1/1/2016,2053
1/1/2016,4013
1/1/2016,5883
2/1/2016,
2/1/2016,14742
2/1/2016,2604
2/1/2016,8686
2/1/2016,10585
3/1/2016,
3/1/2016,7501
3/1/2016,1398
3/1/2016,4127
3/1/2016,8398
28/12/2015,
28/12/2015,13146
28/12/2015,3645
28/12/2015,7675
28/12/2015,8425
29/12/2015,
29/12/2015,14906
29/12/2015,3449
29/12/2015,8633
29/12/2015,9556
30/12/2015,
30/12/2015,11828
30/12/2015,2349
30/12/2015,9845
30/12/2015,10007
31/12/2015,
31/12/2015,15299
31/12/2015,3215
31/12/2015,8994
31/12/2015,9510
4/1/2016,
4/1/2016,11216
4/1/2016,2350
4/1/2016,7031
4/1/2016,5476
5/1/2016,
5/1/2016,9097
5/1/2016,2376
5/1/2016,6622
5/1/2016,4733
6/1/2016,
6/1/2016,9860
6/1/2016,2198
6/1/2016,5668
6/1/2016,4667
7/1/2016,1706
7/1/2016,9689
7/1/2016,1755
7/1/2016,6365
7/1/2016,4367
8/1/2016,2020
8/1/2016,11054
8/1/2016,2808
8/1/2016,7694
8/1/2016,6013
9/1/2016,2740
9/1/2016,16760
9/1/2016,3154
9/1/2016,7350
9/1/2016,10615
10/1/2016,1518
10/1/2016,11280
10/1/2016,2047
10/1/2016,5145
10/1/2016,6575
11/1/2016,1556
11/1/2016,10134
11/1/2016,2326
11/1/2016,6275
11/1/2016,4483
12/1/2016,1711
12/1/2016,9676
12/1/2016,2236
12/1/2016,6485
12/1/2016,4500
13/01/2016,1775
13/01/2016,10861
13/01/2016,2424
13/01/2016,6645
13/01/2016,4831
14/01/2016,1489
14/01/2016,8915
14/01/2016,2563
14/01/2016,5781
14/01/2016,4286
15/01/2016,1709
15/01/2016,11904
15/01/2016,3439
15/01/2016,11069
15/01/2016,7115
16/01/2016,2764
16/01/2016,18687
16/01/2016,3710
16/01/2016,12401
16/01/2016,12945
17/01/2016,1492
17/01/2016,10302
17/01/2016,1972
17/01/2016,5080
17/01/2016,6942
18/01/2016,1510
18/01/2016,9816
18/01/2016,2138
18/01/2016,5926
18/01/2016,4452
19/01/2016,1598
19/01/2016,9609
19/01/2016,2271
19/01/2016,6076
19/01/2016,5255
20/01/2016,1831
20/01/2016,11444
20/01/2016,2510
20/01/2016,7481
20/01/2016,5582
21/01/2016,1664
21/01/2016,10638
21/01/2016,2272
21/01/2016,6221
21/01/2016,5176
22/01/2016,2300
22/01/2016,11912
22/01/2016,2559
22/01/2016,7380
22/01/2016,7032
23/01/2016,3050
23/01/2016,17218
23/01/2016,3356
23/01/2016,11328
23/01/2016,14287
24/01/2016,1612
24/01/2016,11192
24/01/2016,2103
24/01/2016,6025
24/01/2016,8026
25/01/2016,1839
25/01/2016,10873
25/01/2016,2188
25/01/2016,6835
25/01/2016,5318
26/01/2016,1749
26/01/2016,9885
26/01/2016,2273
26/01/2016,5808
26/01/2016,4696
27/01/2016,1899
27/01/2016,10886
27/01/2016,2400
27/01/2016,6525
27/01/2016,5052
28/01/2016,2115
28/01/2016,11045
28/01/2016,2539
28/01/2016,8254
28/01/2016,5687
29/01/2016,2347
29/01/2016,12774
29/01/2016,3274
29/01/2016,10265
29/01/2016,7266
30/01/2016,3566
30/01/2016,20024
30/01/2016,4003
30/01/2016,12724
30/01/2016,15482
31/01/2016,1865
31/01/2016,10980
31/01/2016,2057
31/01/2016,5851
31/01/2016,8430
1/2/2016,1975
1/2/2016,10093
1/2/2016,2112
1/2/2016,7957
1/2/2016,4849
2/2/2016,1906
2/2/2016,9720
2/2/2016,2437
2/2/2016,7111
2/2/2016,5041
3/2/2016,1997
3/2/2016,11565
3/2/2016,2757
3/2/2016,9599
3/2/2016,5751
4/2/2016,1973
4/2/2016,11118
4/2/2016,2487
4/2/2016,8540
4/2/2016,5309
5/2/2016,2290
5/2/2016,12449
5/2/2016,3024
5/2/2016,10574
5/2/2016,7242
6/2/2016,2975
6/2/2016,17054
6/2/2016,3103
6/2/2016,10610
6/2/2016,13595
7/2/2016,1860
7/2/2016,11578
7/2/2016,2360
7/2/2016,6982
7/2/2016,8405
8/2/2016,2065
8/2/2016,9782
8/2/2016,2137
8/2/2016,6478
8/2/2016,5610
9/2/2016,1938
9/2/2016,10984
9/2/2016,2661
9/2/2016,8920
9/2/2016,6096
10/2/2016,2100
10/2/2016,12423
10/2/2016,3267
10/2/2016,11395
10/2/2016,6707
11/2/2016,2152
11/2/2016,12163
11/2/2016,2986
11/2/2016,9829
11/2/2016,6464
12/2/2016,2383
12/2/2016,14386
12/2/2016,3220
12/2/2016,9337
12/2/2016,7180
13/02/2016,3280
13/02/2016,21573
13/02/2016,4079
13/02/2016,15461
13/02/2016,14454
14/02/2016,2062
14/02/2016,14028
14/02/2016,3201
14/02/2016,10305
14/02/2016,11467
15/02/2016,2241
15/02/2016,13904
15/02/2016,3710
15/02/2016,13181
15/02/2016,8873
16/02/2016,2349
16/02/2016,13843
16/02/2016,3467
16/02/2016,14105
16/02/2016,9558
17/02/2016,2177
17/02/2016,9126
17/02/2016,2492
17/02/2016,8208
17/02/2016,6587
18/02/2016,2558
18/02/2016,14756
18/02/2016,3629
18/02/2016,14812
18/02/2016,10240
19/02/2016,2788
19/02/2016,15155
19/02/2016,3750
19/02/2016,15000
19/02/2016,11516
20/02/2016,2315
20/02/2016,19838
20/02/2016,4082
20/02/2016,16264
20/02/2016,15412
21/02/2016,1754
21/02/2016,10701
21/02/2016,2154
21/02/2016,7545
21/02/2016,8251
22/02/2016,1797
22/02/2016,11034
22/02/2016,2542
22/02/2016,8872
22/02/2016,5924
23/02/2016,1843
23/02/2016,10497
23/02/2016,2823
23/02/2016,10747
23/02/2016,5717
24/02/2016,1809
24/02/2016,10943
24/02/2016,2862
24/02/2016,10501
24/02/2016,5898
25/02/2016,1827
25/02/2016,12705
25/02/2016,2745
25/02/2016,8332
25/02/2016,6100
26/02/2016,2374
26/02/2016,12805
26/02/2016,3220
26/02/2016,8287
26/02/2016,7538
27/02/2016,2997
27/02/2016,20707
27/02/2016,4362
27/02/2016,13121
27/02/2016,15831
28/02/2016,1776
28/02/2016,12870
28/02/2016,2770
28/02/2016,9966
28/02/2016,8843
1/3/2016,1810
1/3/2016,9964
1/3/2016,2300
1/3/2016,6805
1/3/2016,5349
2/3/2016,2034
2/3/2016,9424
2/3/2016,2291
2/3/2016,7212
2/3/2016,6829
3/3/2016,2033
3/3/2016,11907
3/3/2016,3137
3/3/2016,10484
3/3/2016,7649
4/3/2016,2224
4/3/2016,9930
4/3/2016,2262
4/3/2016,7851
4/3/2016,6055
5/3/2016,3068
5/3/2016,20953
5/3/2016,3569
5/3/2016,14837
5/3/2016,14952
6/3/2016,1731
6/3/2016,12013
6/3/2016,2085
6/3/2016,7876
6/3/2016,8611
29/02/2016,1737
29/02/2016,10800
29/02/2016,2476
29/02/2016,7844
29/02/2016,5988
7/3/2016,1719
7/3/2016,10918
7/3/2016,2767
7/3/2016,9410
7/3/2016,5501
8/3/2016,1736
8/3/2016,10246
8/3/2016,2238
8/3/2016,6661
8/3/2016,5530
9/3/2016,1488
9/3/2016,8857
9/3/2016,2143
9/3/2016,6363
9/3/2016,4650
10/3/2016,1901
10/3/2016,11420
10/3/2016,2447
10/3/2016,7371
10/3/2016,7996
11/3/2016,2460
11/3/2016,13143
11/3/2016,3565
11/3/2016,12784
11/3/2016,8369
12/3/2016,2927
12/3/2016,20721
12/3/2016,4167
12/3/2016,15331
12/3/2016,15406
13/03/2016,1699
13/03/2016,11809
13/03/2016,2519
13/03/2016,9978
13/03/2016,9227
14/03/2016,1768
14/03/2016,11609
14/03/2016,2938
14/03/2016,11343
14/03/2016,6152
15/03/2016,1595
15/03/2016,10976
15/03/2016,2475
15/03/2016,8335
15/03/2016,6140
16/03/2016,1798
16/03/2016,11328
16/03/2016,2724
16/03/2016,9114
16/03/2016,6366
17/03/2016,2031
17/03/2016,11881
17/03/2016,3155
17/03/2016,11309
17/03/2016,6206
18/03/2016,2244
18/03/2016,12703
18/03/2016,3083
18/03/2016,8175
18/03/2016,7374
19/03/2016,2676
19/03/2016,19920
19/03/2016,3701
19/03/2016,11861
19/03/2016,13794
20/03/2016,1607
20/03/2016,11264
20/03/2016,2351
20/03/2016,6787
20/03/2016,8380
21/03/2016,1806
21/03/2016,11639
21/03/2016,2518
21/03/2016,8488
21/03/2016,6867
22/03/2016,1688
22/03/2016,11055
22/03/2016,2471
22/03/2016,7145
22/03/2016,6924
23/03/2016,1851
23/03/2016,11842
23/03/2016,2650
23/03/2016,7521
23/03/2016,5948
24/03/2016,2337
24/03/2016,13661
24/03/2016,2803
24/03/2016,9226
24/03/2016,7892
25/03/2016,2610
25/03/2016,19019
25/03/2016,4170
25/03/2016,16860
25/03/2016,13996
26/03/2016,2995
26/03/2016,20236
26/03/2016,3609
26/03/2016,16018
26/03/2016,15439
27/03/2016,1943
27/03/2016,10833
27/03/2016,2784
27/03/2016,8834
27/03/2016,11388
1/4/2016,2440
1/4/2016,14384
1/4/2016,3038
1/4/2016,9757
1/4/2016,10235
2/4/2016,2652
2/4/2016,18392
2/4/2016,3382
2/4/2016,9294
2/4/2016,14171
3/4/2016,1613
3/4/2016,11587
3/4/2016,2620
3/4/2016,8245
3/4/2016,8878
28/03/2016,1823
28/03/2016,12552
28/03/2016,2254
28/03/2016,11212
28/03/2016,9939
29/03/2016,2243
29/03/2016,13442
29/03/2016,2731
29/03/2016,11576
29/03/2016,9495
30/03/2016,2390
30/03/2016,14285
30/03/2016,2790
30/03/2016,11687
30/03/2016,9463
31/03/2016,2405
31/03/2016,15622
31/03/2016,2961
31/03/2016,13821
31/03/2016,9251
4/4/2016,1996
4/4/2016,12055
4/4/2016,2552
4/4/2016,8645
4/4/2016,8176
5/4/2016,2017
5/4/2016,13387
5/4/2016,2916
5/4/2016,9809
5/4/2016,9231
6/4/2016,2249
6/4/2016,13318
6/4/2016,2805
6/4/2016,10108
6/4/2016,8516
7/4/2016,2082
7/4/2016,13601
7/4/2016,2618
7/4/2016,9382
7/4/2016,8395
8/4/2016,2697
8/4/2016,14473
8/4/2016,3607
8/4/2016,11609
8/4/2016,9687
9/4/2016,2890
9/4/2016,18920
9/4/2016,4229
9/4/2016,13389
9/4/2016,13337
10/4/2016,1852
10/4/2016,11753
10/4/2016,2623
10/4/2016,9494
10/4/2016,8413
11/4/2016,1996
11/4/2016,12055
11/4/2016,2552
11/4/2016,8645
11/4/2016,8176
12/4/2016,2017
12/4/2016,13387
12/4/2016,2916
12/4/2016,9809
12/4/2016,9231
13/04/2016,2249
13/04/2016,13318
13/04/2016,2805
13/04/2016,10108
13/04/2016,8516
14/04/2016,2082
14/04/2016,13601
14/04/2016,2618
14/04/2016,9382
14/04/2016,8395
15/04/2016,2697
15/04/2016,14473
15/04/2016,3607
15/04/2016,11609
15/04/2016,9687
16/04/2016,2890
16/04/2016,18920
16/04/2016,4229
16/04/2016,13389
16/04/2016,13337
17/04/2016,1852
17/04/2016,11753
17/04/2016,2623
17/04/2016,9494
17/04/2016,8413
18/04/2016,1783
18/04/2016,11162
18/04/2016,2881
18/04/2016,7343
18/04/2016,5987
19/04/2016,1977
19/04/2016,12209
19/04/2016,3025
19/04/2016,9844
19/04/2016,6657
20/04/2016,2260
20/04/2016,12710
20/04/2016,3242
20/04/2016,10996
20/04/2016,6580
21/04/2016,2014
21/04/2016,12202
21/04/2016,3309
21/04/2016,12307
21/04/2016,6340
22/04/2016,2295
22/04/2016,13446
22/04/2016,3002
22/04/2016,10508
22/04/2016,7762
23/04/2016,2823
23/04/2016,19798
23/04/2016,4478
23/04/2016,16717
23/04/2016,17025
24/04/2016,1496
24/04/2016,11431
24/04/2016,2177
24/04/2016,8402
24/04/2016,8332
1/5/2016,2283
1/5/2016,15846
1/5/2016,3170
1/5/2016,8260
1/5/2016,11452
25/04/2016,1702
25/04/2016,10735
25/04/2016,2580
25/04/2016,7536
25/04/2016,5485
26/04/2016,1625
26/04/2016,9804
26/04/2016,3339
26/04/2016,8607
26/04/2016,5503
27/04/2016,1993
27/04/2016,10569
27/04/2016,3339
27/04/2016,7625
27/04/2016,5759
28/04/2016,2069
28/04/2016,11102
28/04/2016,3014
28/04/2016,7418
28/04/2016,5528
29/04/2016,2354
29/04/2016,12666
29/04/2016,2868
29/04/2016,8149
29/04/2016,6715
30/04/2016,3217
30/04/2016,21146
30/04/2016,4409
30/04/2016,15156
30/04/2016,15697
2/5/2016,1939
2/5/2016,13566
2/5/2016,2402
2/5/2016,8960
2/5/2016,9486
3/5/2016,2063
3/5/2016,11309
3/5/2016,2846
3/5/2016,10532
3/5/2016,6530
4/5/2016,2171
4/5/2016,11514
4/5/2016,3163
4/5/2016,11058
4/5/2016,6236
5/5/2016,2183
5/5/2016,12162
5/5/2016,3326
5/5/2016,10895
5/5/2016,6941
6/5/2016,2280
6/5/2016,13187
6/5/2016,3560
6/5/2016,9982
6/5/2016,8226
7/5/2016,3058
7/5/2016,20367
7/5/2016,5131
7/5/2016,14993
7/5/2016,14430
8/5/2016,1700
8/5/2016,12470
8/5/2016,3120
8/5/2016,9041
8/5/2016,8136
9/5/2016,2083
9/5/2016,11604
9/5/2016,3549
9/5/2016,10641
9/5/2016,5785
10/5/2016,1711
10/5/2016,10568
10/5/2016,2668
10/5/2016,7394
10/5/2016,5699
11/5/2016,1779
11/5/2016,10477
11/5/2016,3192
11/5/2016,8195
11/5/2016,6289
12/5/2016,2120
12/5/2016,12488
12/5/2016,4042
12/5/2016,10798
12/5/2016,6516
13/05/2016,2065
13/05/2016,13559
13/05/2016,3977
13/05/2016,8298
13/05/2016,7295
14/05/2016,2529
14/05/2016,20427
14/05/2016,4269
14/05/2016,14621
14/05/2016,13286
15/05/2016,1465
15/05/2016,11266
15/05/2016,2555
15/05/2016,6940
15/05/2016,8140
16/05/2016,1995
16/05/2016,10971
16/05/2016,3374
16/05/2016,9398
16/05/2016,6439
17/05/2016,2109
17/05/2016,11084
17/05/2016,3178
17/05/2016,8840
17/05/2016,6271
18/05/2016,1679
18/05/2016,10123
18/05/2016,2763
18/05/2016,7108
18/05/2016,5763
19/05/2016,1934
19/05/2016,11912
19/05/2016,3357
19/05/2016,7954
19/05/2016,7005
20/05/2016,2384
20/05/2016,13673
20/05/2016,3685
20/05/2016,10123
20/05/2016,8087
21/05/2016,2894
21/05/2016,18844
21/05/2016,5503
21/05/2016,12797
21/05/2016,12636
22/05/2016,1739
22/05/2016,12058
22/05/2016,3120
22/05/2016,8084
22/05/2016,8613
23/05/2016,2037
23/05/2016,11139
23/05/2016,3489
23/05/2016,10155
23/05/2016,6372
24/05/2016,1931
24/05/2016,10846
24/05/2016,3515
24/05/2016,9425
24/05/2016,6475
25/05/2016,1613
25/05/2016,10491
25/05/2016,2401
25/05/2016,7523
25/05/2016,5763
26/05/2016,1787
26/05/2016,11701
26/05/2016,2777
26/05/2016,9147
26/05/2016,6790
27/05/2016,2160
27/05/2016,14168
27/05/2016,3512
27/05/2016,11310
27/05/2016,8192
28/05/2016,2768
28/05/2016,20831
28/05/2016,4800
28/05/2016,15641
28/05/2016,14665
29/05/2016,2047
29/05/2016,17672
29/05/2016,3940
29/05/2016,13343
29/05/2016,12482
1/6/2016,2045
1/6/2016,15233
1/6/2016,3399
1/6/2016,10409
1/6/2016,9995
2/6/2016,2034
2/6/2016,15439
2/6/2016,3444
2/6/2016,11090
2/6/2016,9637
3/6/2016,2304
3/6/2016,16430
3/6/2016,3915
3/6/2016,13160
3/6/2016,9790
4/6/2016,2530
4/6/2016,20569
4/6/2016,4581
4/6/2016,16350
4/6/2016,12906
5/6/2016,1644
5/6/2016,12868
5/6/2016,3166
5/6/2016,9706
5/6/2016,7996
30/05/2016,1754
30/05/2016,16285
30/05/2016,2980
30/05/2016,13202
30/05/2016,11269
31/05/2016,2044
31/05/2016,14280
31/05/2016,3299
31/05/2016,10504
31/05/2016,9293
6/6/2016,2034
6/6/2016,13523
6/6/2016,3642
6/6/2016,11912
6/6/2016,7279
7/6/2016,2008
7/6/2016,12596
7/6/2016,3468
7/6/2016,11131
7/6/2016,7129
8/6/2016,1773
8/6/2016,11840
8/6/2016,3081
8/6/2016,8785
8/6/2016,7090
9/6/2016,2087
9/6/2016,12863
9/6/2016,3256
9/6/2016,11023
9/6/2016,6626
10/6/2016,1934
10/6/2016,12280
10/6/2016,3319
10/6/2016,8881
10/6/2016,7518
11/6/2016,2487
11/6/2016,18360
11/6/2016,5007
11/6/2016,15784
11/6/2016,11456
12/6/2016,1569
12/6/2016,12849
12/6/2016,2323
12/6/2016,10112
12/6/2016,6917
13/06/2016,1509
13/06/2016,11524
13/06/2016,2686
13/06/2016,8402
13/06/2016,6416
14/06/2016,1660
14/06/2016,11726
14/06/2016,2744
14/06/2016,8414
14/06/2016,7262
15/06/2016,1607
15/06/2016,11915
15/06/2016,3039
15/06/2016,7975
15/06/2016,6720
16/06/2016,1753
16/06/2016,12043
16/06/2016,3154
16/06/2016,8757
16/06/2016,6351
17/06/2016,2016
17/06/2016,13697
17/06/2016,3655
17/06/2016,9611
17/06/2016,8053
18/06/2016,2324
18/06/2016,20118
18/06/2016,4597
18/06/2016,13451
18/06/2016,13944
19/06/2016,1494
19/06/2016,11190
19/06/2016,2430
19/06/2016,6271
19/06/2016,7904
20/06/2016,1626
20/06/2016,10842
20/06/2016,2776
20/06/2016,8598
20/06/2016,6082
21/06/2016,1866
21/06/2016,11585
21/06/2016,3295
21/06/2016,9357
21/06/2016,6949
22/06/2016,1876
22/06/2016,11836
22/06/2016,3335
22/06/2016,10615
22/06/2016,6721
23/06/2016,1875
23/06/2016,11925
23/06/2016,3346
23/06/2016,10945
23/06/2016,6435
24/06/2016,2236
24/06/2016,13885
24/06/2016,4042
24/06/2016,14215
24/06/2016,8653
25/06/2016,2592
25/06/2016,18968
25/06/2016,4844
25/06/2016,16099
25/06/2016,13658
26/06/2016,1518
26/06/2016,11976
26/06/2016,2740
26/06/2016,9982
26/06/2016,8605
1/7/2016,2304
1/7/2016,14038
1/7/2016,3548
1/7/2016,10455
1/7/2016,8022
2/7/2016,2778
2/7/2016,20747
2/7/2016,4584
2/7/2016,13412
2/7/2016,13019
3/7/2016,1621
3/7/2016,12112
3/7/2016,2592
3/7/2016,7912
3/7/2016,8988
27/06/2016,1834
27/06/2016,10638
27/06/2016,3379
27/06/2016,9554
27/06/2016,6454
28/06/2016,1711
28/06/2016,11084
28/06/2016,2639
28/06/2016,7771
28/06/2016,6065
29/06/2016,1965
29/06/2016,10398
29/06/2016,2771
29/06/2016,7466
29/06/2016,6564
30/06/2016,1909
30/06/2016,13008
30/06/2016,3395
30/06/2016,8687
30/06/2016,7521
4/7/2016,2028
4/7/2016,11723
4/7/2016,3633
4/7/2016,10041
4/7/2016,7290
5/7/2016,1894
5/7/2016,11817
5/7/2016,3306
5/7/2016,9932
5/7/2016,8495
6/7/2016,2032
6/7/2016,12358
6/7/2016,3391
6/7/2016,9432
6/7/2016,7959
7/7/2016,1512
7/7/2016,12822
7/7/2016,3178
7/7/2016,8903
7/7/2016,8356
8/7/2016,2285
8/7/2016,13873
8/7/2016,3893
8/7/2016,10550
8/7/2016,8242
9/7/2016,2452
9/7/2016,19532
9/7/2016,5116
9/7/2016,11640
9/7/2016,13193
10/7/2016,1760
10/7/2016,11946
10/7/2016,2710
10/7/2016,7878
10/7/2016,9011
11/7/2016,1842
11/7/2016,12132
11/7/2016,3099
11/7/2016,9586
11/7/2016,8697
12/7/2016,1939
12/7/2016,12535
12/7/2016,3347
12/7/2016,11867
12/7/2016,9198
13/07/2016,2139
13/07/2016,12639
13/07/2016,3642
13/07/2016,12233
13/07/2016,9094
14/07/2016,2404
14/07/2016,14208
14/07/2016,3989
14/07/2016,12533
14/07/2016,9567
15/07/2016,2260
15/07/2016,14481
15/07/2016,3569
15/07/2016,11826
15/07/2016,10388
16/07/2016,2893
16/07/2016,21715
16/07/2016,4710
16/07/2016,17670
16/07/2016,14047
17/07/2016,1948
17/07/2016,12885
17/07/2016,3499
17/07/2016,10560
17/07/2016,10777
18/07/2016,2025
18/07/2016,12568
18/07/2016,3330
18/07/2016,12719
18/07/2016,8724
19/07/2016,2189
19/07/2016,12410
19/07/2016,3137
19/07/2016,11717
19/07/2016,8470
20/07/2016,1806
20/07/2016,12402
20/07/2016,3275
20/07/2016,11569
20/07/2016,8720
21/07/2016,2078
21/07/2016,13766
21/07/2016,3622
21/07/2016,11244
21/07/2016,9381
22/07/2016,2139
22/07/2016,14736
22/07/2016,4091
22/07/2016,12682
22/07/2016,9884
23/07/2016,2693
23/07/2016,21015
23/07/2016,5989
23/07/2016,14613
23/07/2016,13988
24/07/2016,1737
24/07/2016,13104
24/07/2016,2793
24/07/2016,9287
24/07/2016,10538
25/07/2016,1893
25/07/2016,14216
25/07/2016,3553
25/07/2016,12027
25/07/2016,10290
26/07/2016,1997
26/07/2016,14287
26/07/2016,3325
26/07/2016,12064
26/07/2016,10149
27/07/2016,2221
27/07/2016,14340
27/07/2016,3637
27/07/2016,12961
27/07/2016,10103
28/07/2016,1980
28/07/2016,14202
28/07/2016,3469
28/07/2016,11213
28/07/2016,10153
29/07/2016,2159
29/07/2016,14800
29/07/2016,3657
29/07/2016,12713
29/07/2016,9944
30/07/2016,3030
30/07/2016,21686
30/07/2016,5128
30/07/2016,17546
30/07/2016,15445
31/07/2016,1685
31/07/2016,13542
31/07/2016,3552
31/07/2016,10611
31/07/2016,10824
1/8/2016,2050
1/8/2016,14067
1/8/2016,3375
1/8/2016,12452
1/8/2016,10206
2/8/2016,1959
2/8/2016,14386
2/8/2016,3207
2/8/2016,10756
2/8/2016,10215
3/8/2016,2026
3/8/2016,13966
3/8/2016,3827
3/8/2016,11280
3/8/2016,10966
4/8/2016,2035
4/8/2016,14383
4/8/2016,3541
4/8/2016,12469
4/8/2016,9865
5/8/2016,2332
5/8/2016,15727
5/8/2016,4251
5/8/2016,14684
5/8/2016,10737
6/8/2016,2750
6/8/2016,20180
6/8/2016,4878
6/8/2016,17632
6/8/2016,14432
7/8/2016,1821
7/8/2016,16133
7/8/2016,3656
7/8/2016,10930
7/8/2016,10163
8/8/2016,2092
8/8/2016,14336
8/8/2016,3499
8/8/2016,12191
8/8/2016,11190
9/8/2016,2287
9/8/2016,13724
9/8/2016,3241
9/8/2016,11939
9/8/2016,10213
10/8/2016,2256
10/8/2016,14216
10/8/2016,3702
